animal,video_folder,session,trial_index,door_open_sec,door_close_sec,frame_id_start,frame_id_end,frame_count
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,21,1767826691.935,1767826699.019,284996,286270,1275
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,22,1767826760.559,1767826779.307,297349,300722,3374
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,23,1767826838.798,1767826864.059,311431,315977,4547
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,24,1767826917.469,1767827015.778,325592,343286,17695
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,25,1767827067.226,1767827078.844,352548,354638,2091
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,26,1767827132.312,1767827155.765,364263,368484,4222
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,27,1767827205.986,1767827220.064,377525,380058,2534
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,28,1767827264.619,1767827289.597,388078,392573,4496
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,29,1767827342.655,1767827438.538,402125,419382,17258
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,30,1767827485.12,1767827589.685,427768,446589,18822
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,31,1767827634.16,1767827646.017,454595,456728,2134
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,32,1767827698.052,1767827761.391,466096,477495,11400
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,33,1767827816.437,1767827892.188,487405,501039,13635
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,34,1767827948.756,1767828008.817,511222,522032,10811
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,35,1767828063.704,1767828083.555,531912,535484,3573
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,36,1767828129.338,1767828138.261,543726,545331,1606
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,37,1767828186.637,1767828219.004,554040,559865,5826
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,0,1767900989.09,1767901127.864,16631,41609,24979
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,1,1767901183.612,1767901206.484,51644,55760,4117
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,2,1767901260.688,1767901276.325,65518,68331,2814
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,3,1767901332.528,1767901350.143,78449,81618,3170
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,4,1767901398.735,1767901462.99,90366,101931,11566
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,5,1767901516.216,1767901557.478,111512,118938,7427
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,6,1767901604.978,1767901658.318,127489,137090,9602
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,7,1767901704.324,1767901726.947,145371,149443,4073
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,8,1767901774.897,1767901790.423,158075,160868,2794
rory,2026_01_08_14_34_43,session_2026-01-08_14-28-51,9,1767901834.99,1767901924.382,168891,184981,16091
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,0,1767902187.412,1767902244.538,12266,22547,10282
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,1,1767902292.35,1767902318.382,31154,35839,4686
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,2,1767902372.846,1767902491.589,45644,67016,21373
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,3,1767902545.316,1767902559.643,76688,79266,2579
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,4,1767902614.046,1767902644.913,89059,94614,5556
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,5,1767902693.45,1767902709.405,103352,106223,2872
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,6,1767902776.692,1767902788.921,118335,120536,2202
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,7,1767902843.037,1767902858.206,130277,133007,2731
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,8,1767902910.721,1767902932.333,142460,146349,3890
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,9,1767902985.571,1767902993.5,155933,157359,1427
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,10,1767903107.072,1767903139.073,177803,183562,5760
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,11,1767903186.29,1767903305.424,192062,213505,21444
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,12,1767903359.984,1767903372.577,223327,225593,2267
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,13,1767903441.423,1767903458.899,237986,241130,3145
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,14,1767903512.654,1767903519.883,250807,252107,1301
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,15,1767903567.028,1767903576.317,260594,262265,1672
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,16,1767903620.843,1767903628.852,270281,271721,1441
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,17,1767903674.747,1767903698.114,279983,284188,4206
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,18,1767903751.051,1767903761.455,293718,295590,1873
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,19,1767903808.182,1767903823.377,304001,306735,2735
rory,2026_01_08_14_55_08,session_2026-01-08_14-54-33,20,1767903879.751,1767903913.339,316884,322928,6045
